JongName,CurJuka,DungRak,Debi,PrevJuka,Volume,Money,StartJuka,HighJuka,LowJuka,High52,Low52,UpJuka,DownJuka,Per,Amount,FaceJuka
카페24,"70,900",2,"2,600","68,300","1,221,660","86,346,178,700","69,200","74,000","66,600","73,900","20,500","88,700","47,900",99.86,"9,430,597",500
캐스텍코리아,"3,115",5,35,"3,150","38,523","120,567,365","3,155","3,190","3,085","3,750","1,320","4,095","2,205",-8.85,"16,569,188",500
캠시스,"3,225",5,20,"3,245","2,565,845","8,327,361,520","3,250","3,295","3,220","3,835","1,750","4,215","2,275",104.03,"67,839,980",500
컬러레이홀딩스,"1,715",5,15,"1,730","840,179","1,447,213,930","1,750","1,750","1,700","2,160",776,"2,245","1,215",,"54,000,000",0
컴투스,"116,800",5,"8,100","124,900","327,214","38,661,417,700","124,900","125,000","115,800","136,000","71,100","162,300","87,500",12.75,"12,866,420",500
케어젠,"65,500",2,200,"65,300","24,742","1,632,161,300","65,300","67,200","65,000","82,900","54,000","84,800","45,800",23.28,"10,743,000",500
케이디켐,"11,950",2,200,"11,750","4,593","54,495,300","11,850","12,150","11,750","13,000","9,870","15,250","8,250",6.23,"4,034,800",500
케이맥,"1,555",5,25,"1,580","161,117","248,369,715","1,580","1,580","1,530","12,450","1,340","2,050","1,110",-4.98,"37,161,291",100
케이비아이동국실업보통주,601,2,15,586,"615,719","366,790,135",576,611,575,804,481,761,411,-18.78,"66,042,072",500
케이씨보통주,"22,950",5,100,"23,050","87,797","2,016,133,600","23,250","23,250","22,800","23,650","9,420","29,950","16,150",5.66,"13,554,044",500
주식회사케이씨씨,"151,500",2,"9,000","142,500","192,996","28,610,554,000","143,500","152,500","141,500","243,000","107,000","185,000","100,000",-6.69,"8,886,471","5,000"
케이씨씨글라스보통주,"31,600",2,300,"31,300","59,434","1,863,359,750","31,250","31,600","31,200","55,800","12,150","40,650","21,950",,"8,350,210","1,000"
케이씨에스,"4,545",2,5,"4,540","25,328","115,182,390","4,540","4,575","4,535","5,800","2,230","5,900","3,180",19.26,"12,000,000",500
케이씨텍보통주,"22,200",5,350,"22,550","129,523","2,874,060,700","22,400","22,550","22,050","24,200","12,800","29,300","15,800",11.94,"19,839,340",500
케이씨티,"4,070",5,50,"4,120","365,521","1,497,074,060","4,120","4,155","4,055","4,315","1,025","5,350","2,885",81.4,"17,150,000",500
케이씨피드,"1,935",5,10,"1,945","57,772","111,832,760","1,940","1,955","1,920","3,100","1,055","2,525","1,365",-4.71,"16,715,858",500
케이아이엔엑스,"65,100",5,800,"65,900","53,137","3,444,307,400","65,900","66,000","64,400","70,000","29,550","85,600","46,200",19.78,"4,880,000",500
케이에스피,"1,435",5,25,"1,460","113,678","163,395,295","1,445","1,460","1,425","2,000",879,"1,895","1,025",31.2,"36,192,257",500
케이엔더블유,"6,850",5,90,"6,940","13,816","94,890,520","6,940","6,960","6,800","9,230","3,610","9,020","4,860",-7.33,"5,661,347",500
케이엘넷,"2,315",5,45,"2,360","204,907","475,912,885","2,360","2,360","2,310","2,660","1,250","3,065","1,655",13.95,"24,154,730",500
케이엠,"19,500",5,600,"20,100","314,159","6,217,976,500","19,800","20,000","19,450","21,500","6,160","26,100","14,100",28.1,"10,282,028",500
케이엠더블유,"79,300",2,"2,900","76,400","3,725,655","296,806,402,700","77,100","82,100","75,200","77,700","41,550","99,300","53,500",29.88,"39,820,883",500
케이탑리츠보통주,754,2,4,750,"67,257","50,532,969",754,754,748,975,685,975,525,0,"46,224,127","1,000"
케이티앤지보통주,"88,100",2,"1,900","86,200","719,614","63,144,652,200","85,500","89,100","85,500","106,000","63,600","112,000","60,400",10.73,"137,292,497","5,000"
케이프,"3,340",5,40,"3,380","205,955","687,269,250","3,365","3,415","3,310","5,190","1,910","4,390","2,370",12.85,"28,661,980",500
케이피에스,"17,600",2,"1,450","16,150","466,319","7,967,250,900","15,850","17,750","15,850","71,400","9,590","20,950","11,350",-651.85,"15,213,588",500
케이피에프,"4,155",2,25,"4,130","76,367","314,466,750","4,135","4,155","4,100","5,670","2,060","5,360","2,895",8.66,"17,449,357",500
케이피티유,"6,610",1,"1,520","5,090","169,821","1,122,516,810","6,610","6,610","6,610","5,200","2,160","6,610","3,570",-43.77,"5,060,000",500
켐온,"2,440",5,95,"2,535","3,949,571","9,711,001,830","2,540","2,565","2,405","2,730",673,"3,295","1,775",76.25,"63,861,340",100
켐트로닉스,"15,650",5,400,"16,050","864,760","13,716,872,000","16,100","16,400","15,250","19,050","7,460","20,850","11,250",12.67,"14,572,295",500
코나아이,"13,050",,0,"13,050",0,0,0,0,0,"19,150","13,050","16,950","9,150",-34.07,"15,559,118",500
코너스톤네트웍스,204,,0,204,0,0,0,0,0,"1,620",204,265,143,-.45,"129,772,391",500
코닉글로리,"1,990",2,15,"1,975","1,009,322","1,998,062,125","1,980","2,010","1,950","2,145",605,"2,565","1,385",-35.54,"50,642,595",100
코다코,"1,195",2,65,"1,130","1,761,096","2,134,245,000","1,135","1,290","1,110","2,195","1,055","1,465",795,-1.96,"39,064,256",500
코데즈컴바인,"2,600",5,35,"2,635","323,841","843,968,670","2,635","2,670","2,575","3,425","1,315","3,425","1,845",14.36,"37,842,602",500
코디,"1,940",2,150,"1,790","745,122","1,434,318,800","1,790","2,000","1,790","3,590","1,710","2,325","1,255",-3.59,"23,907,878",500
코디엠,267,1,61,206,"120,106,301","29,242,861,979",205,267,201,594,206,267,145,6.51,"210,602,198",100
코렌텍,"8,130",5,60,"8,190","50,603","409,913,190","8,230","8,230","8,000","9,240","5,630","10,600","5,740",33.05,"10,587,341",500
코리아나화장품,"5,340",5,90,"5,430","2,526,284","13,752,308,100","5,430","5,580","5,340","5,950","3,265","7,050","3,810",281.05,"40,000,000",500
코리아에프티,"2,585",5,35,"2,620","272,844","703,698,095","2,625","2,635","2,555","3,505","1,495","3,405","1,835",12.55,"27,841,064",100
코맥스,"6,250",3,0,"6,250","902,544","5,663,589,320","6,210","6,470","6,120","6,280","1,975","8,120","4,380",24.04,"14,991,767",500
코메론,"8,630",5,40,"8,670","33,482","289,567,550","8,680","8,750","8,520","9,340","6,240","11,250","6,070",5.2,"9,048,000",500
코미코,"37,450",2,300,"37,150","153,856","5,641,750,450","37,450","37,550","36,300","42,400","18,150","48,250","26,050",14.89,"9,020,453",500
코미팜,"16,400",2,50,"16,350","475,744","7,823,543,700","16,350","16,700","16,250","26,650","10,700","21,250","11,450",-48.81,"64,185,876",100
코세스,"8,610",2,310,"8,300","648,071","5,518,661,860","8,240","8,730","8,060","10,150","3,505","10,750","5,810",22.48,"16,851,962",500
코센,207,5,5,212,"8,984,768","1,865,635,180",215,218,201,"1,685",137,275,149,-.23,"120,066,527",500
코스나인,"1,225",5,55,"1,280","118,116","146,251,080","1,280","1,295","1,210","2,700",521,"1,660",900,-.42,"21,385,834",500
코스맥스보통주,"92,900",2,"2,000","90,900","128,080","11,799,922,300","91,000","93,000","90,300","102,500","60,700","118,000","63,700",29.32,"10,049,509",500
코스맥스비티아이 주식회사 보통주,"23,000",2,50,"22,950","30,284","693,672,350","22,950","23,450","22,600","26,000","8,720","29,800","16,100",547.62,"9,603,921",500
코스맥스엔비티,"9,410",5,110,"9,520","185,157","1,747,170,320","9,450","9,600","9,330","9,660","2,860","12,350","6,670",-10.94,"20,628,000",500
코스메카코리아,"14,650",5,50,"14,700","159,038","2,321,625,150","14,700","14,900","14,350","16,250","5,990","19,100","10,300",32.13,"10,680,000",500
코스모신소재보통주,"16,250",5,850,"17,100","3,042,004","49,825,642,600","17,100","17,200","16,100","17,100","4,950","22,200","12,000",-62.02,"29,247,965","1,000"
코스모화학보통주,"11,750",2,350,"11,400","3,466,221","41,053,060,100","11,750","12,450","11,250","11,400","4,220","14,800","8,000",-15.92,"26,110,825","1,000"
코스온,"4,845",5,55,"4,900","57,700","281,048,980","5,030","5,030","4,780","7,200","3,010","6,370","3,430",-15.99,"18,697,161",500
코아스보통주,"1,140",2,15,"1,125","155,732","176,294,560","1,130","1,145","1,120","1,640",722,"1,460",790,16.29,"30,907,210",500
코아스템,"26,600",2,900,"25,700","557,789","14,640,775,950","25,650","26,950","25,100","26,400","7,650","33,400","18,000",-80.85,"15,717,440",500
코아시아,"11,500",5,50,"11,550","361,787","4,144,971,650","11,650","11,700","11,250","12,450","2,820","15,000","8,100",37.95,"26,254,864",500
코엔텍,"9,810",5,20,"9,830","1,201,054","11,743,215,960","9,930","10,100","9,670","12,150","6,500","12,750","6,890",20.23,"50,000,000",500
코오롱글로벌보통주,"12,100",2,"1,400","10,700","1,541,113","18,558,484,450","11,550","12,950","11,400","11,600","5,380","13,900","7,500",6.3,"25,210,438","5,000"
코오롱인더스트리보통주,"36,150",5,400,"36,550","235,926","8,556,878,000","36,800","37,000","35,900","50,800","20,950","47,500","25,600",33.26,"26,978,840","5,000"
코웰패션,"6,300",2,20,"6,280","402,334","2,528,181,580","6,280","6,370","6,160","6,520","3,550","8,160","4,400",10.79,"88,500,234",500
코위버,"10,200",5,100,"10,300","706,658","7,382,334,400","10,400","10,750","10,150","12,200","5,900","13,350","7,250",4.62,"9,796,800",500
코윈테크,"26,150",5,50,"26,200","426,095","11,279,303,600","26,750","26,950","26,000","32,000","13,800","34,050","18,350",12.06,"9,251,492",500
코이즈,"1,190",2,25,"1,165","765,312","931,199,375","1,165","1,255","1,165","1,895",688,"1,510",820,-396.67,"15,411,517",500
코콤,"6,460",2,40,"6,420","216,788","1,404,691,320","6,440","6,580","6,350","6,940","3,085","8,340","4,500",13.05,"17,530,500",500
코텍,"8,710",5,40,"8,750","65,600","573,404,840","8,760","8,840","8,700","13,500","6,900","11,350","6,130",4.21,"15,574,552",500
코프라,"3,770",5,20,"3,790","662,227","2,493,025,005","3,830","3,885","3,680","4,030","1,950","4,925","2,655",8.89,"21,115,634",500
콜마비앤에이치,"66,900",5,"2,600","69,500","546,471","36,599,674,600","69,200","69,300","66,000","69,500","19,650","90,300","48,700",36.28,"29,543,558",500
큐렉소,"6,210",5,30,"6,240","47,667","298,123,570","6,200","6,330","6,200","7,850","2,460","8,110","4,370",-7.99,"33,357,253",500
큐로컴,"2,280",2,35,"2,245","882,989","2,031,666,565","2,245","2,370","2,210","2,980","1,005","2,915","1,575",-13.41,"113,758,041",500
큐리언트,"30,900",2,900,"30,000","145,560","4,433,887,200","29,950","31,100","29,400","31,800","13,050","39,000","21,000",-13.21,"8,625,566",500
큐브앤컴퍼니,"3,115",5,35,"3,150","431,185","1,343,265,150","3,150","3,225","2,995","4,285","1,345","4,095","2,205",-11.21,"32,590,313",500
큐브엔터테인먼트,"4,585",5,25,"4,610","461,624","2,115,984,885","4,615","4,645","4,530","5,420","1,450","5,990","3,230",123.92,"33,619,639",100
큐에스아이,"15,850",2,300,"15,550","40,980","647,366,950","15,500","16,100","15,400","23,050","8,190","20,200","10,900",115.69,"8,278,230",500
큐캐피탈파트너스,568,5,1,569,"373,666","212,318,628",570,573,563,"1,105",483,739,399,15.35,"167,901,923",500
크라운해태홀딩스보통주,"8,560",2,20,"8,540","26,201","225,435,170","8,540","8,720","8,490","11,800","5,090","11,100","5,980",-6.25,"14,847,347",500
크로바하이텍,"1,490",,0,"1,490",0,0,0,0,0,"1,490","1,490","1,935","1,045",-4.45,"23,300,000",500
크루셜텍,"1,510",2,70,"1,440","137,571","205,081,950","1,470","1,580","1,420","1,990",197,"1,870","1,010",-.42,"10,961,315","1,000"
크리스탈지노믹스,"15,250",5,450,"15,700","1,188,640","18,149,411,200","15,750","15,800","15,050","16,800","6,310","20,400","11,000",-16.21,"42,571,286",500
차이나크리스탈신소재홀딩스,"1,660",5,20,"1,680","898,393","1,501,274,675","1,700","1,705","1,655","2,640",764,"2,180","1,180",,"67,783,852",0
크린앤사이언스,"38,600",5,450,"39,050","194,289","7,618,035,000","39,700","40,450","38,400","40,850","16,050","50,700","27,350",29.38,"6,500,000",500
클리오,"18,300",2,300,"18,000","131,521","2,424,250,150","18,100","18,750","18,050","29,000","12,900","23,400","12,600",103.39,"17,150,088",500
키네마스터,"11,800",5,300,"12,100","135,556","1,604,093,400","12,100","12,250","11,650","19,850","5,270","15,700","8,500",2360,"13,546,307",500
키이스트,"14,200",5,250,"14,450","411,973","5,878,043,500","14,450","14,700","14,000","16,900","1,360","18,750","10,150",-29.22,"17,071,366",500
탑엔지니어링,"11,900",2,500,"11,400","2,157,835","24,696,249,300","11,300","11,900","10,750","15,000","5,990","14,800","8,000",4.82,"15,976,257",500
태경비케이보통주,"4,000",2,35,"3,965","321,538","1,276,085,355","3,950","4,000","3,945","7,070","1,995","5,150","2,780",27.03,"27,583,100",500
태경산업보통주,"4,960",2,20,"4,940","52,236","258,507,925","4,940","4,970","4,925","6,100","3,300","6,420","3,460",4.85,"29,228,750",500
태경케미컬보통주,"8,180",2,70,"8,110","787,570","6,484,651,340","8,140","8,380","8,080","8,400","3,940","10,500","5,680",9.53,"11,600,000",500
태광,"7,450",2,70,"7,380","187,404","1,402,271,850","7,400","7,610","7,390","11,650","5,670","9,590","5,170",17.82,"26,500,000",500
태광산업보통주,"701,000",2,"4,000","697,000","2,035","1,428,658,000","697,000","710,000","695,000","1,177,000","496,000","906,000","488,000",4.34,"1,113,400","5,000"
태양,"9,100",2,120,"8,980","5,750","52,131,590","8,980","9,210","8,980","10,100","5,540","11,650","6,290",9.84,"8,600,000",500
태영건설보통주,"19,700",2,"1,150","18,550","2,027,462","39,015,013,500","18,600","19,850","18,300","18,550","8,930","24,100","13,000",14.86,"76,400,000",500
태웅,"12,850",5,800,"13,650","666,460","8,974,065,150","13,700","14,000","12,750","13,750","3,600","17,700","9,600",-7.6,"20,007,381",500
태웅로직스,"3,500",5,15,"3,515","76,364","267,358,895","3,520","3,555","3,465","6,110","2,100","4,565","2,465",5.27,"17,650,000",100
태평양물산보통주,"1,755",2,30,"1,725","775,417","1,374,145,590","1,730","1,815","1,730","3,080","1,090","2,240","1,210",7.28,"48,149,587",500
테고사이언스,"30,250",5,400,"30,650","78,887","2,423,744,400","30,700","31,500","30,200","34,450","9,800","39,800","21,500",285.38,"8,085,634",500
테라사이언스,"1,970",2,15,"1,955","278,323","544,013,235","1,935","1,975","1,890","2,500","1,105","2,540","1,370",-43.78,"58,402,414",100
테라셈,"2,240",5,85,"2,325","99,658","225,623,345","2,440","2,440","2,210","4,935","1,115","3,020","1,630",-6.44,"21,163,148",500
테라젠이텍스,"11,550",2,600,"10,950","1,875,099","21,126,464,050","11,000","11,550","10,750","13,350","5,490","14,200","7,700",8.07,"32,165,547",500
테스,"25,900",2,500,"25,400","553,129","14,270,369,500","26,100","26,150","25,450","27,700","14,100","33,000","17,800",50.98,"19,768,226",500
테스나,"83,900",5,"2,300","86,200","369,991","30,904,096,700","85,000","85,800","82,100","91,500","34,150","112,000","60,400",30.97,"7,424,141",500
테크윙,"20,550",2,400,"20,150","570,980","11,553,237,350","20,250","20,650","19,750","22,150","8,610","26,150","14,150",35.19,"19,318,786",500
텔레칩스,"8,330",5,20,"8,350","133,089","1,106,321,730","8,350","8,400","8,280","13,250","4,670","10,850","5,850",12.56,"13,505,911",500
텔레필드,"4,720",2,150,"4,570","575,817","2,711,764,030","4,595","4,800","4,590","5,010","2,180","5,940","3,200",8.25,"9,175,875",500
텔콘알에프제약,"5,780",5,30,"5,810","4,522,920","26,715,377,420","5,830","6,050","5,740","9,710","3,220","7,550","4,070",-9.1,"85,377,382",100
토니모리보통주,"10,550",5,100,"10,650","192,654","2,063,206,650","10,650","10,900","10,550","13,450","6,300","13,800","7,500",-33.92,"17,640,000",200
토비스,"7,160",5,230,"7,390","175,976","1,274,888,540","7,450","7,460","7,120","9,710","5,350","9,600","5,180",5.04,"16,717,058",500
투비소프트,"1,540",5,35,"1,575","243,030","374,638,820","1,575","1,580","1,530","3,340","1,350","2,045","1,105",-1.96,"31,804,885",500
툴젠,"57,800",5,"3,200","61,000","13,515","799,529,300","61,000","62,000","57,800","69,800","23,600","70,100","51,900",0,"6,559,249",500
트루윈,"3,505",5,95,"3,600","159,401","560,951,030","3,600","3,690","3,355","8,260","2,400","4,680","2,520",-12.21,"12,046,059",500
특수건설,"7,780",2,780,"7,000","24,937,135","200,834,412,690","8,030","8,350","7,610","8,340","2,960","9,100","4,900",149.62,"15,625,726",500
티로보틱스,"13,950",2,750,"13,200","459,641","6,349,648,000","13,450","14,500","13,200","13,200","5,200","17,150","9,250",-23.76,"5,579,429",500
티씨케이,"91,200",5,"2,700","93,900","76,891","7,047,436,500","93,900","93,900","90,600","96,800","44,900","122,000","65,800",22.74,"11,675,000",500
티에스아이,"16,750",2,50,"16,700","170,497","2,833,744,750","17,100","17,100","16,450","26,350","11,200","21,700","11,700",-9.81,"9,267,115",500
티에스이,"40,000",2,850,"39,150","66,830","2,658,799,000","39,550","40,800","38,650","40,800","6,500","50,800","27,450",25.27,"11,061,429",500
티에이치엔보통주,"2,665",3,0,"2,665","131,240","347,906,620","2,680","2,680","2,625","4,910","1,645","3,460","1,870",2.78,"18,000,000",500
티엘아이,"7,770",5,320,"8,090","102,808","805,608,910","8,090","8,140","7,590","8,090","3,215","10,500","5,670",43.17,"9,872,720",500
티움바이오,"15,900",5,350,"16,250","255,050","4,050,825,200","16,050","16,200","15,700","20,800","6,030","21,100","11,400",-44.92,"23,471,826",500
티웨이홀딩스보통주,"1,040",2,25,"1,015","256,653","264,089,865","1,025","1,040","1,015","2,090",640,"1,315",715,-2.68,"76,680,855",500
티케이케미칼,"2,020",2,20,"2,000","340,469","688,009,230","1,990","2,040","1,980","3,220","1,365","2,600","1,400",18.36,"90,895,434",500
티티씨디펜스,"1,950",,0,"1,950",0,0,0,0,0,"10,900","1,800","2,240","1,660",,"10,000,000",500
티피씨,"2,305",5,60,"2,365","61,037","143,373,740","2,365","2,395","2,305","2,760","1,300","3,070","1,660",-10.34,"10,324,479",500
팅크웨어,"10,150",2,100,"10,050","223,917","2,249,986,650","10,200","10,250","9,900","10,950","4,400","13,050","7,050",23.6,"10,425,682",500
파나진,"6,030",5,350,"6,380","343,466","2,078,513,520","6,380","6,380","5,910","6,380","1,170","8,290","4,470",55.32,"32,136,660",500
파라다이스,"13,550",2,150,"13,400","1,388,867","18,872,067,200","13,600","13,800","13,400","21,800","9,790","17,400","9,400",76.55,"90,942,672",500
파루,"2,635",5,55,"2,690","1,384,031","3,654,621,930","2,685","2,710","2,620","4,655","1,410","3,495","1,885",202.69,"38,606,413",500
파마리서치바이오,"15,400",2,900,"14,500","4,144","62,766,550","14,250","16,300","14,250","16,200","6,700","16,650","12,350",0,"4,049,391",500
파마리서치프로덕트,"60,600",2,100,"60,500","56,700","3,422,825,700","60,400","61,000","59,800","63,300","29,700","78,600","42,400",34.31,"9,627,643",500
파멥신,"22,300",2,100,"22,200","512,325","11,500,821,600","22,000","22,900","21,750","56,400","18,200","28,850","15,550",-30.26,"13,874,185",500
파미셀보통주,"22,750",5,150,"22,900","2,916,727","67,136,073,500","22,900","23,400","22,750","24,700","7,060","29,750","16,050",311.64,"59,958,950",500
파수,"5,160",5,90,"5,250","91,626","472,744,560","5,250","5,310","5,090","5,450","2,155","6,820","3,680",-12.55,"10,100,905",500
파워로직스,"8,210",5,170,"8,380","1,613,559","13,275,027,080","8,490","8,500","8,140","10,800","4,860","10,850","5,870",5.1,"34,420,982",500
파이오링크,"14,150",2,200,"13,950","71,420","1,005,647,350","13,900","14,350","13,750","16,000","5,020","18,100","9,800",16.3,"6,856,330",500
파인디앤씨,"1,945",2,95,"1,850","865,860","1,698,755,550","1,840","1,945","1,830","2,220",770,"2,405","1,295",-13.51,"26,359,944",500
파인디지털,"4,920",5,55,"4,975","17,890","87,855,570","4,930","5,020","4,860","6,640","2,535","6,460","3,485",-378.46,"10,210,765",500
파인텍,"1,740",5,20,"1,760","1,079,069","1,882,775,840","1,750","1,770","1,730","2,905","1,005","2,285","1,235",580,"42,924,063",500
파커스,"2,560",5,5,"2,565","58,768","150,499,680","2,565","2,605","2,540","3,205","1,345","3,330","1,800",-9.52,"13,963,509",500
파크시스템스,"57,500",3,0,"57,500","34,441","1,978,205,200","58,000","58,200","56,500","61,300","20,300","74,700","40,300",45.03,"6,668,055",500
파트론,"10,950",3,0,"10,950","1,114,476","12,291,949,150","11,050","11,300","10,800","13,750","6,250","14,200","7,700",9.23,"54,156,410",500
파티게임즈,536,,0,536,0,0,0,0,0,536,536,696,376,10.72,"24,488,350",500
판도라티비,770,2,99,671,326,"227,572",699,770,669,900,416,771,571,0,"11,915,582",500
판타지오,823,2,4,819,"1,949,448","1,640,208,284",820,872,820,"1,025",514,"1,060",574,-3.64,"72,703,943",500
팬엔터테인먼트,"5,740",3,0,"5,740","176,983","1,017,229,600","5,650","5,900","5,640","6,500","2,390","7,460","4,020",70,"13,742,997",500
팬오션보통주,"3,720",2,70,"3,650","1,933,882","7,112,760,650","3,680","3,725","3,630","4,935","2,085","4,745","2,555",13.1,"534,569,207","1,000"
팬젠,"11,450",2,450,"11,000","300,763","3,358,351,800","10,900","11,700","10,450","11,000","4,650","14,300","7,700",-12.35,"9,641,781",500
퍼스텍보통주,"2,165",2,15,"2,150","434,525","939,781,480","2,180","2,185","2,140","3,860","1,105","2,795","1,505",-9.62,"48,061,460",500
퍼시스보통주,"28,550",3,0,"28,550","2,770","78,580,750","28,750","28,750","28,250","31,900","24,750","37,100","20,000",7.93,"11,500,000","1,000"
펄어비스,"186,300",5,200,"186,500","29,905","5,574,416,400","186,600","188,500","185,400","222,000","157,600","242,400","130,600",14.33,"13,079,850",500
펌텍코리아,"15,950",2,50,"15,900","81,888","1,303,732,100","16,100","16,150","15,700","22,550","9,290","20,650","11,150",9.31,"12,400,000",500
페이퍼코리아보통주,"1,745",3,0,"1,745","112,081","194,003,210","1,760","1,760","1,705","1,745",397,"2,265","1,225",-1.79,"35,166,280",500
펨토바이오메드,"22,500",5,500,"23,000","4,472","101,497,500","23,000","23,050","22,000","23,000","7,200","26,450","19,550",,"5,506,895",500
평화산업 주식회사 보통주,"1,195",3,0,"1,195","138,849","166,192,365","1,195","1,210","1,185","1,545",756,"1,550",840,-7.24,"54,902,259",500
평화정공,"7,370",3,0,"7,370","213,810","1,577,795,580","7,540","7,690","7,270","11,350","4,365","9,580","5,160",4.89,"21,000,000",500
평화홀딩스보통주,"3,100",5,5,"3,105","96,224","309,691,540","3,105","3,340","3,100","4,485","1,730","4,035","2,175",-3.24,"14,625,466",500
포메탈,"3,375",5,75,"3,450","288,950","977,795,270","3,435","3,465","3,345","4,820","1,540","4,485","2,415",18.15,"11,847,232",500
포비스티앤씨,952,2,6,946,"1,804,819","1,729,776,319",947,975,945,"2,040",939,"1,225",663,-24.41,"86,559,394",500
포스링크,"1,460",,0,"1,460",0,0,0,0,0,"1,460","1,460","1,895","1,025",-3.04,"46,163,868",500
포스코아이씨티,"4,500",2,60,"4,440","817,199","3,692,589,490","4,450","4,570","4,450","5,290","2,950","5,770","3,110",17.44,"152,034,729",500
포스코강판보통주,"13,700",2,400,"13,300","164,810","2,243,486,900","13,400","13,900","13,400","18,650","8,460","17,250","9,350",30.72,"6,000,000","5,000"
(주)포스코엠텍,"4,720",2,115,"4,605","851,366","4,017,237,110","4,655","4,780","4,605","6,350","2,070","5,980","3,225",18.58,"41,642,703",500
포스코케미칼보통주,"95,600",5,"1,200","96,800","1,017,661","98,293,086,300","95,100","98,700","93,900","96,800","33,100","125,500","67,800",57.18,"60,988,220",500
포시에스,"7,200",2,10,"7,190","11,922","85,585,710","7,270","7,270","7,120","8,020","4,000","9,340","5,040",30.64,"8,260,611",500
포인트엔지니어링,"3,675",5,70,"3,745","926,186","3,376,773,165","3,775","3,790","3,600","4,205","1,575","4,865","2,625",159.78,"56,486,562",100
포티스,108,,0,108,0,0,0,0,0,885,108,140,76,-.2,"174,440,126",500
폭스소프트,"19,850",2,300,"19,550",1,"19,850","19,850","19,850","19,850","23,750","9,170","22,450","16,650",,"600,000",500
폴루스바이오팜보통주,"1,225",,0,"1,225",0,0,0,0,0,"1,395","1,225","1,590",860,-3.53,"39,311,572",500
푸드나무,"30,450",2,"1,850","28,600","266,211","8,124,170,450","28,200","31,500","28,200","29,000","13,600","37,150","20,050",46.42,"6,806,034",500
푸른기술,"15,350",2,250,"15,100","214,900","3,292,662,200","14,950","15,550","14,950","20,000","6,300","19,600","10,600",150.49,"6,574,202",500
풀무원보통주,"20,000",5,550,"20,550","210,684","4,231,161,600","20,700","20,800","19,900","21,100","7,300","26,700","14,400",357.14,"38,090,950",500
풍강,"2,905",2,15,"2,890","128,479","375,254,270","2,910","2,950","2,895","4,010","1,510","3,755","2,025",25.48,"9,879,313",500
풍국주정공업,"23,950",5,750,"24,700","334,642","8,145,967,700","25,200","25,200","23,850","26,450","7,670","32,100","17,300",38.75,"12,600,000",500
풍산홀딩스보통주,"27,550",2,100,"27,450","11,358","311,491,900","27,450","27,550","27,300","36,050","20,650","35,650","19,250",7.45,"7,835,167","5,000"
퓨쳐스트림네트웍스,"1,160",2,30,"1,130","1,525,366","1,743,537,055","1,130","1,165","1,120","1,480",927,"1,465",795,32.22,"100,876,216",100
퓨쳐켐,"10,100",5,50,"10,150","25,704","259,361,630","10,050","10,300","9,940","16,900","7,500","13,150","7,150",-14.77,"5,812,686",500
프럼파스트,"4,850",5,75,"4,925","627,675","3,050,584,375","4,920","4,935","4,800","5,550","1,800","6,400","3,450",39.11,"9,730,590",500
프로스테믹스,"4,805",2,185,"4,620","13,296,271","64,063,271,115","4,555","5,140","4,480","5,200","2,650","6,000","3,235",-67.68,"45,756,948",100
프로텍,"26,500",5,"1,150","27,650","344,524","9,204,247,600","27,650","27,750","26,350","30,000","10,000","35,900","19,400",7.12,"11,000,000",500
프리엠스,"9,760",5,190,"9,950","108,516","1,064,534,980","10,100","10,150","9,670","11,050","3,575","12,900","6,970",95.69,"6,000,000",500
플랜티넷,"4,830",2,5,"4,825","25,174","121,403,260","4,825","4,845","4,805","5,130","2,845","6,270","3,380",15.94,"8,960,000",500
플럼라인생명과학,"8,880",3,0,"8,880","3,138","27,786,110","9,200","9,390","8,800","11,000","6,510","10,200","7,550",0,"2,822,050",500
플레이위드,"13,350",2,"1,600","11,750","1,806,817","23,740,043,700","11,750","14,300","11,700","36,250","7,600","15,250","8,250",11.63,"8,646,567",500
플리토,"15,400",2,650,"14,750","157,570","2,388,032,600","14,800","15,500","14,400","25,900","5,780","19,150","10,350",-11.26,"5,209,811",500
피노텍,"3,705",5,95,"3,800","8,742","31,635,835","3,800","3,800","3,600","6,950","2,600","4,370","3,230",0,"9,565,412",500
피델릭스,"1,405",3,0,"1,405","244,862","339,946,575","1,360","1,420","1,360","2,020",776,"1,825",985,-27.02,"30,113,422",500
피씨디렉트,"11,150",5,200,"11,350","108,031","1,213,634,650","11,350","11,500","11,050","16,000","5,130","14,750","7,950",22.57,"7,668,536",500
피씨엘,"22,450",2,"1,650","20,800","1,053,296","22,926,953,800","19,850","22,900","19,800","22,350","7,210","27,000","14,600",-25.48,"9,539,697",500
피앤이솔루션,"23,850",5,800,"24,650","844,534","20,199,704,900","24,650","24,700","23,550","24,650","6,400","32,000","17,300",21.76,"14,818,910",500
피에스케이,"31,300",2,300,"31,000","345,427","10,624,031,500","31,100","31,450","30,200","32,850","12,500","40,300","21,700",29.58,"14,765,020",500
피에스케이홀딩스,"7,210",2,10,"7,200","13,353","96,134,110","7,230","7,250","7,160","9,700","4,565","9,360","5,040",7.59,"21,562,395",500
피에스텍,"3,875",5,10,"3,885","42,542","164,879,215","3,885","3,920","3,855","4,585","1,985","5,050","2,720",29.58,"19,669,243",500
피엔티,"17,100",5,300,"17,400","886,287","15,196,222,900","17,600","17,700","16,800","17,400","4,340","22,600","12,200",-148.7,"21,715,464",500
